FrontCollision,Collision,ObservedHiddenObject,SA_HiddenObj-1 - Split 1,SA_HiddenObj-1 - Split 2,SA_HiddenObj-1 - Split 3,participant_ID,scenario,group,Sim_freq,Appointment Date,scenario_order,design,secondaryTask,test_start_datetime,participant_ID-1,design-1,scenario-1,scenario_order-1,test_start_date_time,test_start_datetime-1,triggerID,triggerBeginSTEP,triggerBeginDatetime,triggerLastSTEP,triggerLastDatetime,participant_ID-2,group-1,design-2,scenario-3,Max_Brake_Acceleration,Max_lateral_Acceleration_Neg,Max_lateral_Acceleration_Pos,Min_front_Distance,Error_from_LaneCenter,AP_Off_Step,Takeover_Before_Alert,AEBMinDistance,AEBMinTimeThreshold,collisions,Participant_ID-1,Scenario-1,SecondaryTask-1,AlertEffectiveness-1,Understandability-1,Comprehension-1,Timing-1,SA_takeover-1,SA_traffic-1,SA_overall-1,SA_HiddenObj-1,Trust-1,Satisfaction_Overall-1,Confidence-1,Annoyance-1,Feedback-1,Perception1_urgency-1,Perception1_annoy-1,Perception2_urgency-1,Perception2_annoy-1,CompareEffective-1,CutomizableAlert-1,ComparedPreferAlert-1,PreferenceReason-1,Participant_ID,Scenario,SecondaryTask,AlertEffectiveness,Understandability,Comprehension,Timing,SA_takeover,SA_traffic,SA_overall,SA_HiddenObj,Trust,Satisfaction_Overall,Confidence,Annoyance,Feedback,Perception1_urgency,Perception1_annoy,Perception2_urgency,Perception2_annoy,CompareEffective,CutomizableAlert,ComparedPreferAlert,PreferenceReason,scenario_no,secondaryTask2,expGroup,Groups,CorrectHiddenObject,scenario_no-1,participant_ID-3,scenario-2,collisionTimeAfterTakeover(s)
,,False,A Moose,,,1152,A2,Dynamic,1000,2024-03-11 12:00:00 p.m.,3rd Scenario,X,H,2024-03-11 5:59:16 p.m.,1152,X,A2,3rd Scenario,1710179956,2024-03-11 5:59:16 p.m.,3,477183,,485584,,1152,Dynamic,X,A2,-0.62838935,-0.01713364,0.02311298,102.71848725,-1.6341515,479922,False,16.88620973,5.03000462,0,1152,3rd Scenario,Easy,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,A Moose,,Strongly satisfied,Extremely confident,Not annoying at all,The alert saved me this time!,,,,,,,,,1152,3,2,5,5,1,5,5,4,4,4,,5,5,1,The alert saved me this time!,,,,,,,,,2,H,Dynamic,Dynamic,A Fire Truck,2,,,
,,False,,,,1152,A4,Dynamic,1000,2024-03-11 12:00:00 p.m.,4th Scenario,X,H,2024-03-11 6:11:30 p.m.,1152,X,A4,4th Scenario,1710180690,2024-03-11 6:11:30 p.m.,3,348192,,358192,,1152,Dynamic,X,A4,-0.79148414,,,40.33880126,-0.65504563,351785,False,24.31588125,6.15951664,0,1152,4th Scenario,Easy,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,,,Somewhat satisfied,Extremely confident,Not annoying at all,,4,1,2,1,Definitely the first alert,5,The first alert,I felt it more serious.,1152,4,2,5,5,1,5,5,4,4,,,4,5,1,,4,1,2,1,1,5,1,I felt it more serious.,4,H,Dynamic,Dynamic,An Ambulance,4,,,
,,True,An Ambulance,,,1763,B4,Dynamic,1000,2024-03-11 6:00:00 p.m.,1st Scenario,Y,0,2024-03-11 11:28:08 p.m.,1763,Y,B4,1st Scenario,1710199688,2024-03-11 11:28:08 p.m.,2,315113,,325112,,1763,Dynamic,Y,B4,-0.3146109,0.0188161,0.10415516,8.6300598,-0.7640344,318332,False,8.56991911,3.53232631,0,1763,1st Scenario,I did not complete the secondary task,2,Somewhat agree,Somewhat disagree,Slightly late,Somewhat agree,Very aware,Slightly,An Ambulance,4,Somewhat disatisfied,Moderately confident,Not annoying at all,"Didn't see a request for when the cars pulled out of the shoulder, and when i took over when i thought the autopilot wouldn't stop it was more muscle memory than looking at the alerts.",,,,,,,,,1763,1,0,2,4,4,3,4,4,2,2,4,2,3,1,"Didn't see a request for when the cars pulled out of the shoulder, and when i took over when i thought the autopilot wouldn't stop it was more muscle memory than looking at the alerts.",,,,,,,,,4,0,Dynamic,Dynamic,An Ambulance,4,,,
,,True,A Fire Truck,A Moose,,1763,B2,Dynamic,1000,2024-03-11 6:00:00 p.m.,2nd Scenario,Y,0,2024-03-11 11:37:39 p.m.,1763,Y,B2,2nd Scenario,1710200259,2024-03-11 11:37:39 p.m.,2,424553,,434551,,1763,Dynamic,Y,B2,-1.1581021,,,25.31581706,-0.56359376,412553,True,25.20352006,1.03007839,0,1763,2nd Scenario,I did not complete the secondary task,5,Somewhat disagree,Strongly agree,Just right,Strongly agree,Very aware,Very much,"A Fire Truck,A Moose",5,Somewhat satisfied,Moderately confident,Not annoying at all,"I took control fairly early, once i saw the two cars infront of me driving a bit odd. What was weird was that I thought i turned off the autopilot and ACC but seemingly it didn't and it auto braked for me, whenbi thought i haf enough time to do so myself.",,,,,,,,,1763,2,0,5,2,1,5,5,4,4,"3,4",5,4,3,1,"I took control fairly early, once i saw the two cars infront of me driving a bit odd. What was weird was that I thought i turned off the autopilot and ACC but seemingly it didn't and it auto braked for me, whenbi thought i haf enough time to do so myself.",,,,,,,,,2,0,Dynamic,Dynamic,A Fire Truck,2,,,
,,True,A Cyclist,,,1763,B3,Dynamic,1000,2024-03-11 6:00:00 p.m.,3rd Scenario,X,H,2024-03-11 11:47:44 p.m.,1763,X,B3,3rd Scenario,1710200864,2024-03-11 11:47:44 p.m.,3,480943,,499443,,1763,Dynamic,X,B3,-0.32159767,,,26.04974685,-0.18560054,480377,True,25.69730663,10,0,1763,3rd Scenario,Extremely Easy,5,Strongly agree,Somewhat agree,Slightly late,Somewhat disagree,Somewhat aware,Moderately,A Cyclist,3,Strongly satisfied,Moderately confident,Not annoying at all,"The sound notification was pleasant to hear and was loud enough to grab my attention. I paid attention as i was dtiving toward the truck, so i was prepared to take over.",,,,,,,,,1763,3,1,5,5,2,3,2,2,3,5,3,5,3,1,"The sound notification was pleasant to hear and was loud enough to grab my attention. I paid attention as i was dtiving toward the truck, so i was prepared to take over.",,,,,,,,,3,H,Dynamic,Dynamic,A Cyclist,3,,,
,,False,Car Crashes,An Ambulance,,1763,B1,Dynamic,1000,2024-03-11 6:00:00 p.m.,4th Scenario,X,H,2024-03-12 12:01:21 a.m.,1763,X,B1,4th Scenario,1710201681,2024-03-12 12:01:21 a.m.,3,381733,,388133,,1763,Dynamic,X,B1,-0.29100406,-0.07896572,-0.01758348,65.37126608,-1.77872924,380710,True,1.47112179,10,0,1763,4th Scenario,Moderate,5,Strongly agree,Somewhat disagree,Slightly late,Somewhat disagree,Somewhat aware,Moderately,"Car Crashes,An Ambulance",4,Somewhat satisfied,Moderately confident,Not annoying at all,"I think for the lane closure for the traffic conditions that were set, it was okay. I think the secondary task and the curve made it difficult to regain control of the car in a safe manner.",2,1,3,1,Somewhat the second alert,5,The first alert,"The first alert is a lot morw pleasant to hear but in turn doesn't creste an urgency feel. If the sound was tailored with also haptic feel on the steering wheel that would create a better ugency feeling. For the sound itself, maybeba harsher sound depending on the severity of the situation, if possible ",1763,4,3,5,5,4,3,2,2,3,"1,2",4,4,3,1,"I think for the lane closure for the traffic conditions that were set, it was okay. I think the secondary task and the curve made it difficult to regain control of the car in a safe manner.",2,1,3,1,4,5,1,"The first alert is a lot morw pleasant to hear but in turn doesn't creste an urgency feel. If the sound was tailored with also haptic feel on the steering wheel that would create a better ugency feeling. For the sound itself, maybeba harsher sound depending on the severity of the situation, if possible ",1,H,Dynamic,Dynamic,A Moose,1,,,
,,False,,,,5647,A4,Single - Soft,1000,2024-03-11 8:00:00 p.m.,1st Scenario,Y,0,2024-03-12 1:27:45 a.m.,5647,Y,A4,1st Scenario,1710206865,2024-03-12 1:27:45 a.m.,2,339053,,349052,,5647,Single - Soft,Y,A4,-0.3377294,0.02147682,0.02791261,18.06745276,-0.47423591,343364,False,18.05388784,1.08863712,0,5647,1st Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Slightly late,Strongly agree,Moderately aware,Completely,,4,Strongly satisfied,Very confident,Not annoying at all,I wish the timing was a little earlier. Taking over is also not the easiest because you have to adjust the steering wheel which causes the car to move around.,,,,,,,,,5647,1,0,5,5,1,3,5,3,5,,4,5,4,1,I wish the timing was a little earlier. Taking over is also not the easiest because you have to adjust the steering wheel which causes the car to move around.,,,,,,,,,4,0,Single,Mild,An Ambulance,4,,,
,,True,A Fire Truck,A Moose,,5647,A2,Single - Soft,1000,2024-03-11 8:00:00 p.m.,2nd Scenario,Y,0,2024-03-12 1:42:01 a.m.,5647,Y,A2,2nd Scenario,1710207721,2024-03-12 1:42:01 a.m.,2,401243,,411242,,5647,Single - Soft,Y,A2,-0.3577608,-0.12030678,-0.09017996,23.97028635,-0.33208676,406208,False,15.04015398,10,0,5647,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Just right,Strongly agree,Extremely aware,Completely,"A Fire Truck,A Moose",4,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,,5647,2,0,5,5,1,5,5,5,5,"3,4",4,5,4,1,,,,,,,,,,2,0,Single,Mild,A Fire Truck,2,,,
,,False,,,,5647,A3,Single - Soft,1000,2024-03-11 8:00:00 p.m.,3rd Scenario,Y,H,2024-03-12 1:51:46 a.m.,5647,Y,A3,3rd Scenario,1710208306,2024-03-12 1:51:46 a.m.,2,439563,,461842,,5647,Single - Soft,Y,A3,-0.58369362,-0.0155895,0.01476454,30.18561254,-1.59648288,440621,False,13.07668018,10,0,5647,3rd Scenario,Demanding,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Completely,,4,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,,5647,3,4,5,5,1,5,5,3,5,,4,5,4,1,,,,,,,,,,3,H,Single,Mild,A Cyclist,3,,,
,,True,Car Crashes,A Moose,,5647,A1,Single - Soft,1000,2024-03-11 8:00:00 p.m.,4th Scenario,Y,H,2024-03-12 2:03:03 a.m.,5647,Y,A1,4th Scenario,1710208983,2024-03-12 2:03:03 a.m.,,,,,,,,,,,,,,,,,,,,5647,4th Scenario,Extremely Demanding,,,,,,Very aware,,"Car Crashes,A Moose",4,,,,The take over visual alert is less useful than the auditory alert.,3,1,2,2,Somewhat the first alert,3,The first alert,The second one sounds more like a notification with less importance but the first one was more attention grabbing.,5647,4,5,,,,,,4,,"1,4",4,,,,The take over visual alert is less useful than the auditory alert.,3,1,2,2,2,3,1,The second one sounds more like a notification with less importance but the first one was more attention grabbing.,1,H,Single,Mild,A Moose,1,,,
,,True,Car Crashes,A Moose,,7452,B1,Single - Strong,1000,2024-03-12 1:30:00 p.m.,1st Scenario,X,0,2024-03-12 7:23:00 p.m.,7452,X,B1,1st Scenario,1710271380,2024-03-12 7:23:00 p.m.,3,438503,,446110,,7452,Single - Strong,X,B1,-0.32997679,-0.14964861,-0.07653795,151,-1.37108139,439359,False,-2.30008709,10,0,7452,1st Scenario,I did not complete the secondary task,4,Strongly agree,Strongly agree,Just right,Somewhat agree,Moderately aware,Very much,"Car Crashes,A Moose",3,Somewhat satisfied,Very confident,Slightly annoying,"Can be difficult to look down at the alert system when driving, you can forget what is going on around you when looking down",,,,,,,,,7452,1,0,4,5,1,5,4,3,4,"1,4",3,4,4,2,"Can be difficult to look down at the alert system when driving, you can forget what is going on around you when looking down",,,,,,,,,1,0,Single,Strong,A Moose,1,,,
,,True,A Cyclist,,,7452,B3,Single - Strong,1000,2024-03-12 1:30:00 p.m.,2nd Scenario,X,0,2024-03-12 7:36:03 p.m.,7452,X,B3,2nd Scenario,1710272163,2024-03-12 7:36:03 p.m.,3,468873,,478872,,7452,Single - Strong,X,B3,-0.31711337,,,23.5501284,-0.109205,471417,False,19.44176388,1.12099438,0,7452,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Somewhat disagree,Just right,Somewhat agree,Moderately aware,Very much,A Cyclist,4,Somewhat satisfied,Very confident,Slightly annoying,Can take some time to read the alert,,,,,,,,,7452,2,0,5,5,4,5,4,3,4,5,4,4,4,2,Can take some time to read the alert,,,,,,,,,3,0,Single,Strong,A Cyclist,3,,,
,,True,A Fire Truck,A Moose,,7452,B2,Single - Strong,1000,2024-03-12 1:30:00 p.m.,3rd Scenario,X,H,2024-03-12 7:46:55 p.m.,7452,X,B2,3rd Scenario,1710272815,2024-03-12 7:46:55 p.m.,3,415713,,425712,,7452,Single - Strong,X,B2,-0.50021335,-0.03115345,-0.02598457,20.92792351,-0.42114223,420923,False,20.91543031,1.00009039,0,7452,3rd Scenario,Moderate,5,Somewhat agree,Strongly agree,Just right,Somewhat agree,Moderately aware,Very much,"A Fire Truck,A Moose",4,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,7452,3,3,5,4,1,5,4,3,4,"3,4",4,4,4,1,,,,,,,,,,2,H,Single,Strong,A Fire Truck,2,,,
,,True,An Ambulance,,,7452,B4,Single - Strong,1000,2024-03-12 1:30:00 p.m.,4th Scenario,X,H,2024-03-12 7:56:43 p.m.,7452,X,B4,4th Scenario,1710273403,2024-03-12 7:56:43 p.m.,3,338223,,339702,,7452,Single - Strong,X,B4,-0.28208295,-0.02131961,0.00798197,151,-1.78900845,339013,False,-1.59684467,10,0,7452,4th Scenario,Moderate,4,Somewhat agree,Somewhat agree,Just right,Strongly agree,Moderately aware,Very much,An Ambulance,4,Somewhat satisfied,Very confident,Not annoying at all,,3,1,1,1,Definitely the first alert,5,The first alert,"Louder, longer, more urgent sounding ",7452,4,3,4,4,2,5,5,3,4,2,4,4,4,1,,3,1,1,1,1,5,1,"Louder, longer, more urgent sounding ",4,H,Single,Strong,An Ambulance,4,,,
,,False,,,,5823,A4,Single - Soft,1000,2024-03-12 6:00:00 p.m.,1st Scenario,Y,0,2024-03-12 11:26:48 p.m.,5823,Y,A4,1st Scenario,1710286008,2024-03-12 11:26:48 p.m.,2,358673,,364440,,5823,Single - Soft,Y,A4,-0.45979706,0.04769206,0.0544476,37.17786369,-1.31989556,364317,False,0.06258488,1.35232239,0,5823,1st Scenario,I did not complete the secondary task,4,Somewhat disagree,Somewhat disagree,Slightly late,Neither agree nor disagree,Extremely aware,Completely,,4,Somewhat disatisfied,Very confident,Not annoying at all,,,,,,,,,,5823,1,0,4,2,4,3,3,5,5,,4,2,4,1,,,,,,,,,,4,0,Single,Mild,An Ambulance,4,,,
,,True,A Cyclist,,,5823,A3,Single - Soft,1000,2024-03-12 6:00:00 p.m.,2nd Scenario,Y,0,2024-03-12 11:39:32 p.m.,5823,Y,A3,2nd Scenario,1710286772,2024-03-12 11:39:32 p.m.,2,455533,,463209,,5823,Single - Soft,Y,A3,-0.37742645,-0.03335601,0.03355104,24.61494503,-1.45866646,456344,False,11.93225574,1.01413013,0,5823,2nd Scenario,I did not complete the secondary task,3,Neither agree nor disagree,Somewhat disagree,Just right,Strongly disagree,Extremely aware,Slightly,A Cyclist,3,Somewhat disatisfied,Extremely confident,Slightly annoying,,,,,,,,,,5823,2,0,3,3,4,5,1,5,2,5,3,2,5,2,,,,,,,,,,3,0,Single,Mild,A Cyclist,3,,,
,,False,A Moose,,,5823,A2,Single - Soft,1000,2024-03-12 6:00:00 p.m.,3rd Scenario,Y,H,2024-03-12 11:50:00 p.m.,5823,Y,A2,3rd Scenario,1710287400,2024-03-12 11:50:00 p.m.,2,414453,,419639,,5823,Single - Soft,Y,A2,-0.58539842,-0.01315769,-0.00750428,30.86391853,-1.77418303,418961,False,29.28159928,10,0,5823,3rd Scenario,Demanding,4,Somewhat disagree,Somewhat agree,Just right,Somewhat agree,Somewhat aware,Very much,A Moose,3,Neither satisfied nor disatisfied,Very confident,Moderately annoying,,,,,,,,,,5823,3,4,4,2,2,5,4,2,4,4,3,3,4,3,,,,,,,,,,2,H,Single,Mild,A Fire Truck,2,,,
,,True,A Moose,,,5823,A1,Single - Soft,1000,2024-03-12 6:00:00 p.m.,4th Scenario,Y,H,2024-03-12 11:59:45 p.m.,5823,Y,A1,4th Scenario,1710287985,2024-03-12 11:59:45 p.m.,2,571533,,581532,,5823,Single - Soft,Y,A1,,-0.01055074,0.00081525,65.59797009,-1.46912785,559533,True,2.10095733,1.00263678,0,5823,4th Scenario,Demanding,4,Somewhat disagree,Somewhat disagree,Slightly early,Somewhat disagree,Somewhat aware,Moderately,A Moose,3,Somewhat disatisfied,Extremely confident,Moderately annoying,,1,2,1,1,Somewhat the first alert,2,The first alert,The first alert seems more serious however still not as serious as some others i have encountered in real cars,5823,4,4,4,2,4,4,2,2,3,4,3,2,5,3,,1,2,1,1,2,2,1,The first alert seems more serious however still not as serious as some others i have encountered in real cars,1,H,Single,Mild,A Moose,1,,,
,,False,,,,9345,A4,Single - Strong,1000,2024-03-13 7:30:00 p.m.,1st Scenario,X,0,2024-03-14 12:46:08 a.m.,9345,X,A4,1st Scenario,1710377168,2024-03-14 12:46:08 a.m.,3,360153,,365206,,9345,Single - Strong,X,A4,-0.50523192,-0.17422192,0.03116292,107.23279601,-1.56572347,363544,False,-1.36173159,10,0,9345,1st Scenario,Extremely Easy,5,Strongly agree,Strongly agree,Slightly early,Strongly agree,Very aware,Completely,,4,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,,9345,1,1,5,5,1,4,5,4,5,,4,5,4,1,,,,,,,,,,4,0,Single,Strong,An Ambulance,4,,,
,,True,A Fire Truck,A Moose,,9345,A2,Single - Strong,1000,2024-03-13 7:30:00 p.m.,2nd Scenario,X,0,2024-03-14 12:59:35 a.m.,9345,X,A2,2nd Scenario,1710377975,2024-03-14 12:59:35 a.m.,3,392113,,402112,,9345,Single - Strong,X,A2,-0.76411548,,,41.19684867,-0.32850513,396537,False,40.77160478,10,0,9345,2nd Scenario,Extremely Easy,5,Strongly agree,Strongly agree,Just right,Strongly agree,Extremely aware,Moderately,"A Fire Truck,A Moose",5,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,,9345,2,1,5,5,1,5,5,5,3,"3,4",5,5,5,1,,,,,,,,,,2,0,Single,Strong,A Fire Truck,2,,,
,,True,A Cyclist,,,9345,A3,Single - Strong,1000,2024-03-13 7:30:00 p.m.,3rd Scenario,X,H,2024-03-14 1:08:53 a.m.,9345,X,A3,3rd Scenario,1710378533,2024-03-14 1:08:53 a.m.,3,415942,,425942,,9345,Single - Strong,X,A3,-0.78864071,,,52.18031207,-0.04519954,416973,False,27.59603214,10,0,9345,3rd Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Extremely aware,Slightly,A Cyclist,5,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,,9345,3,3,5,5,1,5,5,5,2,5,5,5,5,1,,,,,,,,,,3,H,Single,Strong,A Cyclist,3,,,
,,True,Car Crashes,A Moose,,9345,A1,Single - Strong,1000,2024-03-13 7:30:00 p.m.,4th Scenario,X,H,2024-03-14 1:18:17 a.m.,9345,X,A1,4th Scenario,1710379097,2024-03-14 1:18:17 a.m.,3,569022,,579021,,9345,Single - Strong,X,A1,,,,115.85517671,-1.82198664,564030,True,2.70266813,10,0,9345,4th Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Slightly,"Car Crashes,A Moose",5,Strongly satisfied,Extremely confident,Not annoying at all,,5,1,4,3,Definitely the first alert,4,The first alert,The second alert sounded more like a mobile phone notification.,9345,4,3,5,5,1,5,5,4,2,"1,4",5,5,5,1,,5,1,4,3,1,4,1,The second alert sounded more like a mobile phone notification.,1,H,Single,Strong,A Moose,1,,,
,,True,A Moose,,,2890,A1,Dynamic,1000,2024-03-15 10:00:00 a.m.,1st Scenario,Y,0,2024-03-15 3:46:05 p.m.,2890,Y,A1,1st Scenario,1710517565,2024-03-15 3:46:05 p.m.,2,611063,,621061,,2890,Dynamic,Y,A1,-0.19822767,,,151,-1.58945582,603098,True,2.35789412,10,0,2890,1st Scenario,I did not complete the secondary task,4,Strongly agree,Neither agree nor disagree,Slightly late,Strongly agree,Extremely aware,Not at all,A Moose,4,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,2890,1,0,4,5,3,3,5,5,1,4,4,4,4,1,,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,False,A Moose,,,2890,A2,Dynamic,1000,2024-03-15 10:00:00 a.m.,2nd Scenario,Y,0,2024-03-15 4:00:06 p.m.,2890,Y,A2,2nd Scenario,1710518406,2024-03-15 4:00:06 p.m.,2,448013,,458012,,2890,Dynamic,Y,A2,-0.80688256,-0.04948111,-0.03535513,60.67770061,-1.46300637,453385,False,20.96608567,10,0,2890,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,A Moose,4,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,,2890,2,0,5,5,1,5,5,4,4,4,4,5,4,1,,,,,,,,,,2,0,Dynamic,Dynamic,A Fire Truck,2,,,
,,True,A Cyclist,,,2890,A3,Dynamic,1000,2024-03-15 10:00:00 a.m.,3rd Scenario,X,H,2024-03-15 4:10:32 p.m.,2890,X,A3,3rd Scenario,1710519032,2024-03-15 4:10:32 p.m.,3,491333,,523041,,2890,Dynamic,X,A3,-0.02057324,,,151,-1.29932742,492034,False,3.81375337,10,0,2890,3rd Scenario,Demanding,3,Strongly agree,Neither agree nor disagree,Just right,Strongly agree,Moderately aware,Slightly,A Cyclist,4,Somewhat satisfied,Extremely confident,Not annoying at all,,,,,,,,,,2890,3,4,3,5,3,5,5,3,2,5,4,4,5,1,,,,,,,,,,3,H,Dynamic,Dynamic,A Cyclist,3,,,
,,False,,,,2890,A4,Dynamic,1000,2024-03-15 10:00:00 a.m.,4th Scenario,X,H,2024-03-15 4:21:21 p.m.,2890,X,A4,4th Scenario,1710519681,2024-03-15 4:21:21 p.m.,3,388153,,398152,,2890,Dynamic,X,A4,,,,83.20700821,-1.64130809,388933,False,0.25828218,1.00308749,0,2890,4th Scenario,Demanding,5,Somewhat agree,Neither agree nor disagree,Slightly late,Somewhat agree,Moderately aware,Slightly,,4,Somewhat satisfied,Moderately confident,Not annoying at all,,4,1,2,2,Definitely the first alert,4,The first alert,First one is more attention grabbing,2890,4,4,5,4,3,3,4,3,2,,4,4,3,1,,4,1,2,2,1,4,1,First one is more attention grabbing,4,H,Dynamic,Dynamic,An Ambulance,4,,,
,,False,,,,5310,A4,Single - Strong,1000,2024-03-15 12:00:00 p.m.,1st Scenario,X,0,2024-03-15 5:29:41 p.m.,5310,X,A4,1st Scenario,1710523781,2024-03-15 5:29:41 p.m.,3,359913,,369114,,5310,Single - Strong,X,A4,-0.57536884,0.05947902,0.09992883,5.79968881,-0.4673904,364028,False,-1.29086137,2.23348052,0,5310,1st Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Slightly early,Somewhat agree,Moderately aware,Slightly,,3,Somewhat disatisfied,Moderately confident,Slightly annoying,"If the alerts had some sort of haptic feedback on the wheel or a chime, they would have been much easier to comprehend",,,,,,,,,5310,1,0,4,4,2,4,4,3,2,,3,2,3,2,"If the alerts had some sort of haptic feedback on the wheel or a chime, they would have been much easier to comprehend",,,,,,,,,4,0,Single,Strong,An Ambulance,4,,,
,,False,Car Crashes,A Moose,,5310,A2,Single - Strong,1000,2024-03-15 12:00:00 p.m.,2nd Scenario,X,0,2024-03-15 5:42:14 p.m.,5310,X,A2,2nd Scenario,1710524534,2024-03-15 5:42:14 p.m.,3,448103,,455791,,5310,Single - Strong,X,A2,-0.43826754,-0.04270238,-0.04030923,32.92157623,-1.35158388,453193,False,0.96702051,1.5350266,0,5310,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,"Car Crashes,A Moose",4,Strongly satisfied,Moderately confident,Not annoying at all,Instead of having to choose and gamble when the lane keep assist will start working it would be easier if the car itself gave me a prompt when its ready to keep in the center of the lane as the guessing work makes it a bit difficult,,,,,,,,,5310,2,0,5,5,2,5,4,4,3,"1,4",4,5,3,1,Instead of having to choose and gamble when the lane keep assist will start working it would be easier if the car itself gave me a prompt when its ready to keep in the center of the lane as the guessing work makes it a bit difficult,,,,,,,,,2,0,Single,Strong,A Fire Truck,2,,,
,,False,,,,5310,A3,Single - Strong,1000,2024-03-15 12:00:00 p.m.,3rd Scenario,X,H,2024-03-15 5:52:27 p.m.,5310,X,A3,3rd Scenario,1710525147,2024-03-15 5:52:27 p.m.,3,525712,,530109,,5310,Single - Strong,X,A3,-0.46831969,,,116.64280956,0.33384443,513712,True,-4.7424562,10,0,5310,3rd Scenario,Easy,,,,,,Very aware,,,4,,,,,,,,,,,,,5310,3,2,,,,,,4,,,4,,,,,,,,,,,,,3,H,Single,Strong,A Cyclist,3,,,
,,True,A Moose,,,5310,A1,Single - Strong,1000,2024-03-15 12:00:00 p.m.,4th Scenario,X,H,2024-03-15 6:06:50 p.m.,5310,X,A1,4th Scenario,1710526010,2024-03-15 6:06:50 p.m.,3,585943,,595942,,5310,Single - Strong,X,A1,,-0.01053671,0.01487882,93.0411918,-1.56349133,583408,True,1.85614127,10,0,5310,4th Scenario,Extremely Easy,4,Somewhat agree,Somewhat agree,Just right,Strongly agree,Very aware,Moderately,A Moose,5,Somewhat satisfied,Very confident,Not annoying at all,,5,1,2,4,Definitely the first alert,4,The first alert,"If the alert is something urgent, definitely the first one since I did not feel the need to look at the dashboard and knew something is wrong but with the second one it didnt feel that urgent and made me think it can be something trivial so I had to look over and read what it said to understand whats going on",5310,4,1,4,4,2,5,5,4,3,4,5,4,4,1,,5,1,2,4,1,4,1,"If the alert is something urgent, definitely the first one since I did not feel the need to look at the dashboard and knew something is wrong but with the second one it didnt feel that urgent and made me think it can be something trivial so I had to look over and read what it said to understand whats going on",1,H,Single,Strong,A Moose,1,,,
,,False,,,,6028,B1,Single - Soft,1000,2024-03-16 12:00:00 p.m.,1st Scenario,Y,0,2024-03-16 5:45:03 p.m.,6028,Y,B1,1st Scenario,1710611103,2024-03-16 5:45:03 p.m.,,,,,,,,,,,,,,,,,,,,6028,1st Scenario,I did not complete the secondary task,,,,,,Moderately aware,,,2,,,,Did not receive an alert (took over before). Autopilot was a little faulty during a curve.,,,,,,,,,6028,1,0,,,,,,3,,,2,,,,Did not receive an alert (took over before). Autopilot was a little faulty during a curve.,,,,,,,,,1,0,Single,Mild,A Moose,1,,,
,,False,A Moose,,,6028,B2,Single - Soft,1000,2024-03-16 12:00:00 p.m.,2nd Scenario,Y,0,2024-03-16 5:58:25 p.m.,6028,Y,B2,2nd Scenario,1710611905,2024-03-16 5:58:25 p.m.,2,435543,,442785,,6028,Single - Soft,Y,B2,-0.91548293,-0.02341519,-0.01385427,18.66226858,-1.51214189,440676,False,1.76476693,1.12655285,0,6028,2nd Scenario,I did not complete the secondary task,5,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat agree,Moderately aware,Moderately,A Moose,4,Somewhat satisfied,Somewhat confident,Not annoying at all,Alert was well timed but its message could have been more clear. Told me to take over but there was also a car in the adjacent lane.,,,,,,,,,6028,2,0,5,2,4,3,4,3,3,4,4,4,2,1,Alert was well timed but its message could have been more clear. Told me to take over but there was also a car in the adjacent lane.,,,,,,,,,2,0,Single,Mild,A Fire Truck,2,,,
